last_name, first_name,player_id,year,woba,out_zone_swing,out_zone,in_zone_swing,in_zone,
Murphy, Tom,608596,2018,.268,76,178,137,180,
Guzman, Ronald,608597,2018,.312,302,891,568,826,
Field, Johnny,608654,2018,.281,110,416,333,495,
Jankowski, Travis,608671,2018,.303,143,728,479,796,
Plawecki, Kevin,608700,2018,.302,132,521,339,525,
Refsnyder, Rob,608701,2018,.276,33,206,124,219,
Stratton, Chris,608717,2018,.128,23,62,59,104,
Suter, Brent,608718,2018,.303,15,51,41,55,
Mondesi, Adalberto,609275,2018,.341,193,565,417,512,
Andujar, Miguel,609280,2018,.361,405,1126,728,1008,
Chen, Wei-Yin,612672,2018,.141,26,51,54,90,
Cordero, Franchy,614173,2018,.322,80,286,197,280,
Reyes, Franmil,614177,2018,.360,171,625,366,533,
Barreto, Franklin,620439,2018,.315,51,156,95,145,
Urena, Richard,620446,2018,.311,75,205,149,200,
Robertson, Daniel,621002,2018,.354,151,739,406,681,
Swanson, Dansby,621020,2018,.293,338,1088,735,1051,
Newman, Kevin,621028,2018,.211,51,166,102,163,
Taylor, Chris,621035,2018,.335,276,1166,874,1253,
Correa, Carlos,621043,2018,.313,266,1039,540,869,
Valentin, Jesmuel,621044,2018,.250,36,185,116,191,
Eflin, Zach,621107,2018,.106,34,72,63,100,
Buehler, Walker,621111,2018,.167,13,79,63,107,
Dahl, David,621311,2018,.357,185,513,367,478,
Blach, Ty,621389,2018,.073,14,60,41,73,
Phillips, Brett,621433,2018,.246,75,275,192,306,
Buxton, Byron,621439,2018,.170,72,185,121,169,
Brinson, Lewis,621446,2018,.248,265,780,575,796,
Duggar, Steven,621453,2018,.297,83,322,208,318,
Stewart, DJ,621466,2018,.373,26,101,67,89,
Powell, Boog,621471,2018,.211,12,46,39,66,
Ward, Taylor,621493,2018,.255,56,269,174,309,
Nido, Tomas,621512,2018,.193,70,157,134,161,
Stewart, Christin,621514,2018,.348,45,180,88,133,
Wisdom, Patrick,621550,2018,.379,35,123,70,113,
Moroff, Max,621559,2018,.278,30,114,110,159,
Wendle, Joey,621563,2018,.338,360,1057,564,921,
Olson, Matt,621566,2018,.340,305,1452,952,1377,
Dean, Austin,621573,2018,.281,68,244,142,241,
Shaw, Chris,622046,2018,.250,51,126,68,98,
Wood, Alex,622072,2018,.040,16,72,49,103,
Duffy, Matt,622110,2018,.323,263,1054,725,1069,
Munoz, Yairo,622168,2018,.326,223,634,426,587,
Maxwell, Bruce,622194,2018,.221,23,109,78,107,
Cozens, Dylan,622226,2018,.257,30,114,59,83,
Castillo, Luis,622491,2018,.115,38,95,80,116,
Margot, Manuel,622534,2018,.288,215,864,658,1004,
Reyes, Pablo,622569,2018,.359,25,114,75,115,
Senzatela, Antonio,622608,2018,.089,17,39,42,61,
Camargo, Johan,622666,2018,.346,364,1126,667,953,
Reyes, Victor,622682,2018,.229,175,395,307,421,
Bote, David,623520,2018,.314,125,420,258,399,
Santander, Anthony,623993,2018,.242,78,237,146,195,
Lin, Tzu-Wei,624407,2018,.324,34,145,96,152,
Arroyo, Christian,624414,2018,.323,25,114,75,114,
Ciuffo, Nick,624419,2018,.249,29,100,55,77,
Conforto, Michael,624424,2018,.342,337,1392,798,1239,
Frazier, Adam,624428,2018,.343,164,677,450,686,
McGuire, Reese,624512,2018,.385,18,65,41,58,
Puig, Yasiel,624577,2018,.349,245,901,578,819,
Soler, Jorge,624585,2018,.354,151,583,303,455,
Tocci, Carlos,624636,2018,.246,84,249,161,278,
Maeda, Kenta,628317,2018,.082,23,58,43,65,
Fernandez, Jose Miguel,628336,2018,.304,74,227,152,218,
Heredia, Guillermo,628338,2018,.295,116,638,430,641,
Ervin, Phillip,640447,2018,.315,119,476,347,515,
Frazier, Clint,640449,2018,.339,12,83,60,87,
Meadows, Austin,640457,2018,.332,88,375,258,397,
Pinder, Chad,640461,2018,.333,202,614,452,590,
Anderson, Tim,641313,2018,.294,409,1130,780,1068,
Asuaje, Carlos,641319,2018,.255,96,402,284,419,
Bauers, Jake,641343,2018,.308,176,854,473,746,
Bellinger, Cody,641355,2018,.345,319,1306,853,1290,
Calhoun, Willie,641432,2018,.262,67,207,123,169,
Cordell, Ryan,641477,2018,.144,21,70,57,80,
Crawford, J.P.,641487,2018,.313,47,285,192,317,
Davis, Jonathan,641505,2018,.229,15,40,29,46,
Dixon, Brandon,641525,2018,.247,83,253,181,233,
Dozier, Hunter,641531,2018,.291,239,767,524,757,
Engel, Adam,641553,2018,.270,320,845,598,847,
Fowler, Dustin,641583,2018,.263,103,360,285,402,
Garver, Mitch,641598,2018,.325,117,633,414,739,
Guillorme, Luis,641645,2018,.242,25,133,105,157,
Hampson, Garrett,641658,2018,.355,18,97,64,94,
Hermosillo, Michael,641684,2018,.269,22,118,94,134,
Kuhl, Chad,641771,2018,.126,18,37,40,60,
Lauer, Eric,641778,2018,.088,12,43,40,61,
Mahle, Tyler,641816,2018,.141,8,47,48,75,
Mancini III, Trey,641820,2018,.308,400,1270,845,1241,
McKinney, Billy,641856,2018,.335,82,288,163,234,
McMahon, Ryan,641857,2018,.296,118,374,287,404,
O'Neill, Tyler,641933,2018,.340,91,284,204,281,
Sisco, Chance,642082,2018,.259,67,326,279,402,
Smith, Dominic,642086,2018,.288,103,284,196,285,
Tellez, Rowdy,642133,2018,.392,51,143,79,125,
Valaika, Pat,642162,2018,.207,89,254,168,223,
Wade, Tyler,642180,2018,.215,45,143,82,130,
Mejia, Francisco,642336,2018,.277,70,139,71,100,
Sierra, Magneuris,642423,2018,.192,128,301,187,269,
Peralta, Freddy,642547,2018,.034,12,26,41,55,
Rosario, Amed,642708,2018,.290,392,1035,752,1077,
Adames, Willy,642715,2018,.328,152,658,470,671,
Wynns, Austin,642851,2018,.291,76,227,128,217,
Benintendi, Andrew,643217,2018,.357,328,1351,858,1226,
Cooper, Garrett,643265,2018,.263,23,78,51,84,
Godley, Zack,643327,2018,.095,34,104,78,138,
Jansen, Danny,643376,2018,.340,39,181,115,174,
Kemp, Tony,643393,2018,.327,122,530,341,537,
Kiner-Falefa, Isiah,643396,2018,.301,174,706,442,792,
McNeil, Jeff,643446,2018,.368,140,424,318,391,
Tauchman, Mike,643565,2018,.160,14,79,56,75,
White, Tyler,643603,2018,.377,130,558,303,491,
Orf, Nate,644337,2018,.228,14,60,37,52,
Albies, Ozzie,645277,2018,.324,402,1234,953,1150,
Robles, Victor,645302,2018,.370,32,114,76,119,
Devers, Rafael,646240,2018,.310,311,955,641,872,
Diaz, Aledmys,649557,2018,.321,267,731,582,744,
Urias, Luis,649966,2018,.269,28,99,63,106,
Torres, Gleyber,650402,2018,.349,315,1042,630,905,
Diaz, Yandy,650490,2018,.346,50,228,158,241,
Viloria, Meibrys,650619,2018,.271,17,63,32,46,
Allen, Greg,656185,2018,.288,118,506,407,616,
Chapman, Matt,656305,2018,.369,270,1279,775,1254,
Flaherty, Jack,656427,2018,.157,29,93,63,106,
Hoskins, Rhys,656555,2018,.363,294,1492,842,1404,
Luplow, Jordan,656669,2018,.277,50,222,155,215,
Mullins II, Cedric,656775,2018,.298,89,394,238,375,
Newcomb, Sean,656794,2018,.061,20,78,71,128,
O'Hearn, Ryan,656811,2018,.398,86,382,206,316,
Schwarber, Kyle,656941,2018,.343,252,1152,640,987,
Verdugo, Alex,657077,2018,.311,43,151,96,147,
DeJong, Paul,657557,2018,.321,237,934,638,972,
Laureano, Ramon,657656,2018,.357,95,361,213,360,
Moncada, Yoan,660162,2018,.311,276,1353,828,1321,
Ohtani, Shohei,660271,2018,.390,212,758,457,697,
Acuna Jr., Ronald,660670,2018,.388,247,1029,671,955,
Tucker, Kyle,663656,2018,.207,25,135,116,143,
Happ, Ian,664023,2018,.329,204,973,626,944,
Lowe, Brandon,664040,2018,.334,81,315,205,266,
Bader, Harrison,664056,2018,.326,230,886,571,880,
Stevenson, Andrew,664057,2018,.276,57,174,120,169,
Fletcher, David,664058,2018,.297,141,551,334,624,
Kingery, Scott,664068,2018,.263,332,907,664,1032,
Lucchesi, Joey,664192,2018,.116,15,60,38,89,
Soto, Juan,665742,2018,.392,194,1053,598,977,
Gurriel Jr., Lourdes,666971,2018,.322,181,514,342,471,
Richards, Trevor,670950,2018,.077,10,41,46,78,
Pujols, Albert,405395,2019,.308,332,1078,576,966,
Cabrera, Miguel,408234,2019,.318,369,1088,625,921,
Mathis, Jeff,425772,2019,.190,154,451,330,477,
Choo, Shin-Soo,425783,2019,.353,275,1350,868,1339,
Wainwright, Adam,425794,2019,.177,43,96,76,104,
Greinke, Zack,425844,2019,.362,30,80,74,97,
Molina, Yadier,425877,2019,.303,320,835,563,745,
Cano, Robinson,429664,2019,.308,284,798,507,683,
Encarnacion, Edwin,429665,2019,.362,278,1099,620,943,
Hamels, Cole,430935,2019,.155,21,74,66,91,
Jones, Adam,430945,2019,.308,406,1034,642,888,
Martin, Russell,431145,2019,.295,86,500,336,548,
Granderson, Curtis,434158,2019,.275,186,832,438,738,
Davis, Rajai,434658,2019,.262,22,52,38,49,
Ramirez, Hanley,434670,2019,.278,35,127,71,103,
Sanchez, Anibal,434671,2019,.100,44,78,54,106,
Morales, Kendrys,434778,2019,.264,94,432,235,401,
Kendrick III, Howie,435062,2019,.400,222,708,441,689,
Wilson, Bobby,435064,2019,.113,38,102,70,108,
Kinsler, Ian,435079,2019,.277,133,523,382,559,
McCann, Brian,435263,2019,.311,193,707,371,574,
Walker, Neil,435522,2019,.319,251,836,448,666,
Suzuki, Kurt,435559,2019,.337,157,529,389,524,
Desmond, Ian,435622,2019,.328,255,974,586,856,
Cruz Jr., Nelson,443558,2019,.417,320,1173,658,942,
Trumbo, Mark,444432,2019,.218,26,73,41,58,
Peralta, David,444482,2019,.338,295,846,493,716,
Pina, Manny,444489,2019,.308,102,383,230,352,
Jay, Jon,445055,2019,.275,111,339,248,373,
Prado, Martin,445988,2019,.243,139,491,301,519,
Duda, Lucas,446263,2019,.245,66,259,168,264,
Wieters, Matt,446308,2019,.292,114,408,227,354,
Longoria, Evan,446334,2019,.322,311,1032,632,979,
Cozart, Zack,446359,2019,.150,32,176,137,219,
Rodriguez, Sean,446481,2019,.319,77,328,181,262,
Reynolds, Mark,448602,2019,.267,83,345,214,320,
Davis, Chris,448801,2019,.263,201,802,414,722,
Vargas, Jason,450306,2019,.065,22,78,52,100,
Zobrist, Ben,450314,2019,.303,86,413,162,297,
Fowler, Dexter,451594,2019,.326,306,1308,721,1080,
Flowers, Tyler,452095,2019,.310,167,629,413,607,
Pence, Hunter,452254,2019,.377,243,703,387,528,
Lester, Jon,452657,2019,.246,16,100,64,118,
Cabrera, Asdrubal,452678,2019,.331,266,1058,685,1031,
Scherzer, Max,453286,2019,.158,35,101,79,119,
Arrieta, Jake,453562,2019,.155,28,86,53,99,
Blackmon, Charlie,453568,2019,.387,369,1211,810,1151,
Frazier, Todd,453943,2019,.328,274,1054,572,920,
Iannetta, Chris,455104,2019,.303,52,319,237,353,
Maldonado, Martin,455117,2019,.288,202,712,438,701,
Chirinos, Robinson,455139,2019,.336,278,931,528,780,
Markakis, Nick,455976,2019,.332,243,976,539,895,
Castillo, Welington,456078,2019,.287,127,492,305,499,
Kratz, Erik,456124,2019,.169,34,94,64,94,
Nunez, Eduardo,456488,2019,.233,113,303,199,278,
Pearce, Steve,456665,2019,.224,59,220,152,221,
Cain, Lorenzo,456715,2019,.302,321,1272,778,1191,
Solano, Donovan,456781,2019,.346,165,457,293,445,
McCutchen, Andrew,457705,2019,.358,85,580,328,585,
Upton, Justin,457708,2019,.307,137,577,351,552,
Maybin, Cameron,457727,2019,.362,142,588,328,533,
Turner, Justin,457759,2019,.370,263,1073,705,1059,
Posey III, Buster,457763,2019,.298,256,913,575,850,
Bruce, Jay,457803,2019,.318,238,644,427,536,
Votto, Joey,458015,2019,.332,230,1242,752,1148,
Gardner, Brett,458731,2019,.344,269,1198,633,1140,
Joyce, Matt,459964,2019,.372,122,536,306,463,
Hundley, Nick,460026,2019,.248,32,119,96,134,
Braun, Ryan,460075,2019,.354,353,1018,597,829,
Butera, Drew,460077,2019,.206,36,107,47,80,
Gordon, Alex,460086,2019,.319,325,1212,806,1136,
Gomez, Carlos,460576,2019,.268,73,195,146,167,
Kemp, Matt,461314,2019,.208,42,121,81,106,
Gonzalez, Gio,461829,2019,.060,14,42,37,60,
Andrus, Elvis,462101,2019,.300,420,1289,745,1218,
Cervelli, Francisco,465041,2019,.285,64,313,208,327,
Cabrera, Melky,466320,2019,.301,245,712,451,626,
Sandoval, Pablo,467055,2019,.336,247,643,373,492,
Ramos, Wilson,467092,2019,.327,302,885,625,835,
Santana, Carlos,467793,2019,.380,264,1478,830,1302,
Parra, Gerardo,467827,2019,.288,186,585,351,489,
Chacin, Jhoulys,468504,2019,.175,13,52,35,64,
Gonzalez, Carlos,471865,2019,.254,125,360,197,275,
Mercer, Jordy,474568,2019,.314,148,548,300,533,
Belt, Brandon,474832,2019,.319,314,1381,849,1128,
Alonso, Yonder,475174,2019,.277,198,734,449,633,
Smoak, Justin,475253,2019,.323,218,1106,593,938,
Zimmerman, Ryan,475582,2019,.313,110,407,195,344,
Kershaw, Clayton,477132,2019,.108,30,98,81,122,
Avila, Alex,488671,2019,.323,56,425,246,431,
Bourjos, Peter,488721,2019,.098,24,83,66,92,
Brantley Jr., Michael,488726,2019,.367,293,1127,700,1148,
Castro, Jason,488771,2019,.328,133,578,384,567,
Morrison, Logan,489149,2019,.280,20,72,63,84,
Hernandez, Gorkys,491676,2019,.204,44,134,80,104,
Sucre, Jesus,491696,2019,.231,37,137,89,142,
Gurriel, Yuli,493329,2019,.364,368,1071,652,978,
Beckham, Gordon,493596,2019,.274,165,500,333,486,
Rodriguez, Ronny,500135,2019,.283,272,599,307,440,
Solarte, Yangervis,500208,2019,.236,65,183,92,128,
Rojas, Miguel,500743,2019,.305,277,929,603,937,
Quintana, Jose,500779,2019,.087,30,71,74,102,
Escobar, Eduardo,500871,2019,.341,570,1506,846,1185,
Martinez, Jose,500874,2019,.323,215,809,459,749,
Adrianza, Ehire,501303,2019,.326,131,447,293,423,
Lagares, Juan,501571,2019,.258,198,582,339,500,
Almonte, Abraham,501659,2019,.406,19,77,52,80,
Freese, David,501896,2019,.415,106,383,227,360,
Davis, Khris,501981,2019,.289,297,1087,752,942,
Archer, Chris,502042,2019,.146,21,72,45,81,
Pham, Tommy,502054,2019,.349,220,1339,778,1263,
Martinez, J.D.,502110,2019,.386,390,1310,808,1113,
Negron, Kristopher,502117,2019,.269,45,161,117,168,
Samardzija, Jeff,502188,2019,.118,37,93,77,110,
Reddick, Josh,502210,2019,.308,305,1017,699,942,
Freeman, Mike,502273,2019,.327,98,391,276,454,
Dyson, Jarrod,502481,2019,.281,186,842,548,857,
Murphy, Daniel,502517,2019,.328,288,958,591,862,
Anderson, Chase,502624,2019,.124,31,77,46,83,
Goldschmidt, Paul,502671,2019,.346,423,1492,898,1348,
Gonzalez, Marwin,503556,2019,.313,314,937,575,843,
Darvish, Yu,506433,2019,.097,31,105,81,144,
Leon, Sandy,506702,2019,.239,115,389,225,364,
Sanchez, Adrian,506703,2019,.212,17,62,47,67,
Altuve, Jose,514888,2019,.374,320,1042,603,889,
Hernandez, Cesar,514917,2019,.315,362,1309,833,1291,
Segura, Jean,516416,2019,.315,424,1187,636,1045,
Castro, Starlin,516770,2019,.307,394,1257,827,1225,
Marte, Starling,516782,2019,.353,376,1121,753,979,
Bumgarner, Madison,518516,2019,.213,46,177,98,153,
Culberson, Charlie,518586,2019,.306,120,298,188,259,
d'Arnaud, Travis,518595,2019,.314,244,764,516,742,
Descalso, Daniel,518614,2019,.238,85,431,245,387,
Dietrich, Derek,518618,2019,.334,179,613,390,546,
Donaldson, Josh,518626,2019,.377,346,1499,859,1243,
Elmore, Jake,518653,2019,.213,30,111,66,99,
Freeman, Freddie,518692,2019,.387,448,1527,983,1219,
Grandal, Yasmani,518735,2019,.361,311,1442,723,1231,
Heyward, Jason,518792,2019,.328,331,1196,671,1012,
Kelly, Merrill,518876,2019,.042,28,73,76,133,
LeMahieu, DJ,518934,2019,.375,331,1225,765,1187,
Lucroy, Jonathan,518960,2019,.286,157,637,362,682,
Moreland, Mitch,519048,2019,.347,179,705,481,643,
Moustakas, Mike,519058,2019,.348,380,1201,720,1000,
Rizzo, Anthony,519203,2019,.390,442,1378,682,1072,
Romine, Austin,519222,2019,.315,168,440,326,427,
Sogard, Eric,519299,2019,.342,219,907,466,844,
Stanton, Giancarlo,519317,2019,.379,51,177,75,138,
Thames, Eric,519346,2019,.354,295,1032,579,821,
Vogt, Stephen,519390,2019,.331,224,620,344,498,
Galvis, Freddy,520471,2019,.307,457,1201,789,1088,
Forsythe, Logan,523253,2019,.298,95,812,442,832,
Flores, Wilmer,527038,2019,.358,160,546,347,559,
Puello, Cesar,527049,2019,.325,98,310,159,262,
Teheran, Julio,527054,2019,.099,42,93,62,112,
LaMarre, Ryan,534606,2019,.329,12,62,31,53,
Tovar, Wilfredo,541600,2019,.217,66,175,107,159,
Garcia, Avisail,541645,2019,.334,376,1043,692,851,
Perez, Hernan,541650,2019,.271,180,468,312,458,
Inciarte, Ender,542255,2019,.318,127,442,318,460,
Ozuna, Marcell,542303,2019,.336,351,1274,647,950,
Villar, Jonathan,542340,2019,.335,425,1507,991,1336,
Ortega, Rafael,542364,2019,.254,67,201,143,207,
Santana, Danny,542454,2019,.352,383,998,701,943,
Aguilar, Jesus,542583,2019,.307,228,822,444,696,
Beckham, Tim,542921,2019,.315,203,691,408,626,
Berti, Jon,542932,2019,.326,123,563,364,608,
Broxton, Keon,542979,2019,.229,117,476,326,494,
Crawford, Brandon,543063,2019,.281,327,1153,791,1026,
Cron, C.J.,543068,2019,.325,321,986,633,917,
DeSclafani, Anthony,543101,2019,.095,35,84,53,97,
Dickerson, Alex,543105,2019,.341,109,362,248,355,
Federowicz, Tim,543148,2019,.236,55,179,105,182,
Galloway, Isaac,543194,2019,.151,23,84,80,108,
Gomes, Yan,543228,2019,.298,259,755,445,662,
Gray, Sonny,543243,2019,.169,23,86,78,115,
Grossman, Robbie,543257,2019,.299,152,939,571,946,
Harrison, Josh,543281,2019,.208,97,257,214,283,
Hendricks, Kyle,543294,2019,.165,31,87,73,130,
Herrmann, Chris,543302,2019,.248,43,178,133,194,
Hicks, Aaron,543305,2019,.325,132,577,280,448,
Hicks, John,543308,2019,.259,296,642,478,606,
Higashioka, Kyle,543309,2019,.270,48,118,103,128,
Hosmer, Eric,543333,2019,.309,471,1431,808,1126,
Joseph, Caleb,543376,2019,.227,14,66,58,85,
Joseph, Corban,543377,2019,.189,37,127,83,131,
Kipnis, Jason,543401,2019,.301,264,989,646,982,
Lyles, Jordan,543475,2019,.104,10,65,38,108,
Mahtook, Mikie,543484,2019,.055,11,55,27,50,
McCann, James,543510,2019,.333,336,1022,640,944,
Miller, Brad,543543,2019,.368,87,355,214,304,
Nola, Austin,543592,2019,.337,116,528,329,520,
Rendon, Anthony,543685,2019,.413,284,1378,843,1235,
Roark, Tanner,543699,2019,.175,27,57,40,58,
Semien, Marcus,543760,2019,.373,288,1497,942,1416,
Shaw, Travis,543768,2019,.248,154,594,363,553,
Shuck, JB,543776,2019,.279,34,113,70,118,
Springer III, George,543807,2019,.400,244,1172,738,1068,
Strange-Gordon, Dee,543829,2019,.282,236,674,552,746,
Vazquez, Christian,543877,2019,.331,331,1018,657,963,
Wong, Kolten,543939,2019,.334,301,1008,656,969,
Gregorius, Didi,544369,2019,.297,275,727,470,609,
Garcia, Leury,544725,2019,.294,392,1085,784,1078,
Strasburg, Stephen,544931,2019,.186,48,162,103,165,
Vargas, Ildemaro,545121,2019,.300,114,392,231,382,
Grichuk, Randal,545341,2019,.307,429,1285,783,1129,
Marisnick, Jake,545350,2019,.297,215,643,448,614,
Stassi, Max,545358,2019,.177,53,229,183,295,
Trout, Mike,545361,2019,.436,233,1305,676,1170,
Herrera, Odubel,546318,2019,.272,101,287,176,246,
Alford, Anthony,546990,2019,.228,16,65,40,59,
Almora Jr., Albert,546991,2019,.271,270,706,416,611,
Ruiz, Rio,547004,2019,.294,207,826,537,768,
Delmonico, Nicky,547170,2019,.243,43,163,94,131,
Wolters, Tony,547172,2019,.290,213,792,476,754,
Lorenzen, Michael,547179,2019,.262,46,119,72,90,
Harper, Bryce,547180,2019,.365,492,1620,866,1167,
Perez, Roberto,547379,2019,.326,214,999,543,902,
Ryu, Hyun Jin,547943,2019,.202,18,108,81,153,
Martin, Leonys,547982,2019,.269,168,520,388,503,
Abreu, Jose,547989,2019,.344,508,1464,846,1271,
Diaz, Elias,553869,2019,.265,186,718,467,652,
Narvaez, Omar,553882,2019,.345,268,1017,653,903,
Astudillo, Willians,553902,2019,.288,124,312,221,271,
Suarez, Eugenio,553993,2019,.381,335,1390,845,1260,
Wheeler, Zack,554430,2019,.246,50,107,77,108,
Polanco, Gregory,570256,2019,.305,108,370,223,285,
Santana, Domingo,570267,2019,.326,260,1046,708,1022,
Gonzalez, Erik,570481,2019,.262,104,283,181,234,
Urshela, Gio,570482,2019,.369,373,927,622,841,
Sanchez, Yolmer,570560,2019,.281,365,1159,730,1087,
Schoop, Jonathan,570731,2019,.324,380,918,591,738,
Adams, Matt,571431,2019,.306,249,731,406,576,
Altherr, Aaron,571437,2019,.135,36,128,101,139,
Arenado, Nolan,571448,2019,.392,471,1354,758,1037,
Barnhart, Tucker,571466,2019,.301,203,721,441,650,
Bour, Justin,571506,2019,.267,115,379,193,326,
Corbin, Patrick,571578,2019,.112,49,118,75,128,
Farmer, Kyle,571657,2019,.289,161,420,248,383,
Gennett, Scooter,571697,2019,.241,126,274,170,228,
Goodwin, Brian,571718,2019,.332,250,964,567,976,
Hamilton, Billy,571740,2019,.251,174,658,490,729,
Haniger, Mitch,571745,2019,.326,123,558,363,594,
Hernandez, Enrique,571771,2019,.301,270,983,600,864,
Holt, Brock,571788,2019,.333,147,589,358,615,
Lamb, Jake,571875,2019,.297,123,507,272,433,
Maile, Luke,571912,2019,.194,72,258,161,242,
Matz, Steven,571927,2019,.217,40,90,58,98,
Mikolas, Miles,571945,2019,.124,51,88,73,107,
Muncy, Max,571970,2019,.372,265,1347,759,1206,
Murphy, John Ryan,571974,2019,.276,41,127,93,142,
Myers, Wil,571976,2019,.316,297,1077,608,961,
Naquin, Tyler,571980,2019,.330,199,554,396,529,
Owings, Chris,572008,2019,.198,125,397,227,377,
Phegley, Josh,572033,2019,.291,200,632,395,625,
Piscotty, Stephen,572039,2019,.306,251,754,492,694,
Pollock, AJ,572041,2019,.333,183,629,403,620,
Rickard, Joey,572073,2019,.290,113,417,254,368,
Seager, Kyle,572122,2019,.332,235,927,584,873,
Taylor, Michael A.,572191,2019,.289,48,194,136,195,
Voit III, Luke,572228,2019,.360,245,1088,703,913,
Walker, Christian,572233,2019,.346,298,1242,877,1171,
Zunino, Mike,572287,2019,.235,221,646,390,543,
Goins, Ryan,572365,2019,.298,89,362,183,312,
Carpenter, Matt,572761,2019,.315,231,1106,630,1017,
Dickerson, Corey,572816,2019,.367,279,649,410,531,
Dozier, Brian,572821,2019,.329,215,1097,588,946,
Garneau, Dustin,572863,2019,.330,27,174,160,228,
Keuchel, Dallas,572971,2019,.138,27,74,54,95,
Saladino, Tyler,573135,2019,.187,20,129,94,158,
Stroman, Marcus,573186,2019,.038,22,34,35,41,
Yastrzemski, Mike,573262,2019,.353,225,822,552,809,
Contreras, Willson,575929,2019,.368,318,903,467,664,
Gyorko, Jedd,576397,2019,.224,64,221,128,184,
Iglesias, Jose,578428,2019,.306,470,1024,570,849,
Hechavarria, Adeiny,588751,2019,.312,144,401,279,391,
Osuna, Jose,591741,2019,.320,170,551,365,490,
Valera, Breyvic,591971,2019,.297,26,108,66,96,
Austin, Tyler,592122,2019,.298,111,430,221,347,
Bryant, Kris,592178,2019,.379,368,1343,824,1118,
Canha, Mark,592192,2019,.386,240,1086,608,1006,
Casali, Curt,592200,2019,.316,97,477,302,452,
Castellanos, Nick,592206,2019,.357,509,1318,808,1081,
Cowart, Kaleb,592230,2019,.200,14,48,35,47,
DeShields, Delino,592261,2019,.295,185,814,540,855,
Drury, Brandon,592273,2019,.271,305,908,540,875,
Foltynewicz, Mike,592314,2019,.050,26,51,45,77,
Gamel, Ben,592325,2019,.308,171,760,424,715,
Gausman, Kevin,592332,2019,.032,12,30,28,65,
Goodrum, Niko,592348,2019,.315,310,1021,628,926,
Gray, Jon,592351,2019,.094,33,86,62,109,
Healy, Ryon,592387,2019,.308,96,338,220,339,
Holaday, Bryan,592407,2019,.326,67,262,159,241,
Jones, JaCoby,592444,2019,.311,201,672,408,625,
Judge, Aaron,592450,2019,.382,235,1035,558,838,
Machado, Manny,592518,2019,.335,382,1335,747,1083,
Moran, Colin,592567,2019,.315,352,984,601,796,
Pederson, Joc,592626,2019,.362,290,1090,647,946,
Ravelo, Rangel,592660,2019,.276,33,94,50,75,
Ray, Robbie,592662,2019,.063,30,86,76,114,
Realmuto, J.T.,592663,2019,.340,396,1216,787,1115,
Renfroe, Hunter,592669,2019,.320,321,1083,607,938,
Rivera, Yadiel,592680,2019,.218,58,154,86,114,
Rosario, Eddie,592696,2019,.329,504,1164,712,880,
Simmons, Andrelton,592743,2019,.290,210,701,450,670,
Smith, Caleb,592761,2019,.230,25,59,53,83,
Syndergaard, Noah,592789,2019,.144,54,131,97,129,
Velasquez, Vince,592826,2019,.267,25,70,45,65,
Wilkerson, Stevie,592859,2019,.286,260,794,420,684,
Williams, Mason,592863,2019,.276,14,62,47,64,
Williams, Trevor,592866,2019,.174,17,75,53,94,
Yelich, Christian,592885,2019,.442,372,1331,654,937,
Merrifield, Whit,593160,2019,.340,428,1387,929,1362,
Bogaerts, Xander,593428,2019,.390,407,1483,751,1338,
Hernandez, Marco,593523,2019,.266,135,304,198,248,
Alberto, Hanser,593643,2019,.318,421,929,620,832,
Brito, Socrates,593647,2019,.140,39,92,45,73,
Hanson, Alen,593700,2019,.174,30,82,82,96,
Polanco, Jorge,593871,2019,.352,395,1481,839,1274,
Sano, Miguel,593934,2019,.378,275,1053,545,834,
Herrera, Rosell,594011,2019,.263,68,277,141,207,
Difo, Wilmer,594694,2019,.270,85,280,214,271,
Calhoun, Kole,594777,2019,.330,328,1264,813,1104,
deGrom, Jacob,594798,2019,.245,49,127,92,118,
Duvall, Adam,594807,2019,.360,91,272,167,258,
Eaton, Adam,594809,2019,.342,384,1402,804,1261,
Garcia, Greg,594824,2019,.319,134,792,409,792,
Gosselin, Phil,594838,2019,.263,46,138,75,128,
Palka, Daniel,594953,2019,.174,83,215,116,167,
Schebler, Scott,594988,2019,.223,54,191,122,152,
Gerber, Mike,595222,2019,.100,23,63,39,51,
Kiermaier, Kevin,595281,2019,.284,322,914,657,870,
Knapp, Andrew,595284,2019,.282,94,327,239,316,
Riddle, JT,595375,2019,.250,101,264,152,218,
Wallach, Chad,595453,2019,.309,30,114,75,104,
Alfaro, Jorge,595751,2019,.312,484,1007,570,716,
Profar, Jurickson,595777,2019,.301,276,1058,637,971,
Baez, Javier,595879,2019,.347,492,1154,611,831,
Beede, Tyler,595881,2019,.135,17,79,55,85,
Bird, Greg,595885,2019,.254,35,113,56,93,
Cave, Jake,595909,2019,.343,149,514,291,408,
Gallagher, Cam,595956,2019,.294,79,305,167,271,
Hedges, Austin,595978,2019,.242,257,742,448,630,
Heineman, Scott,595981,2019,.295,56,177,110,172,
Kramer, Kevin,596012,2019,.212,40,129,67,94,
Lindor, Francisco,596019,2019,.349,404,1259,829,1147,
Odor, Rougned,596059,2019,.302,368,1227,748,1107,
Slater, Austin,596103,2019,.320,93,402,244,400,
Smith Jr., Dwight,596105,2019,.299,213,778,470,718,
Story, Trevor,596115,2019,.380,407,1428,883,1255,
