name,take precision,take recall,take fscore,woba
 Alen Hanson,0.7878787878787878,0.6341463414634146,0.7027027027027027,0.174
 Jorge Polanco,0.7140039447731755,0.7332883187035787,0.7235176548967355,0.352
 Miguel Sano,0.7291471415182755,0.7388414055080722,0.7339622641509433,0.378
 Rosell Herrera,0.76,0.7545126353790613,0.7572463768115942,0.263
 Wilmer Difo,0.7738095238095238,0.6964285714285714,0.7330827067669173,0.27
 Kole Calhoun,0.7628361858190709,0.740506329113924,0.7515054195102367,0.33
 Jacob deGrom,0.75,0.6141732283464567,0.6753246753246753,0.245
 Adam Duvall,0.6654411764705882,0.6654411764705882,0.6654411764705882,0.36
 Adam Eaton,0.6901694915254237,0.7261055634807418,0.7076816127911019,0.342
 Greg Garcia,0.6320845341018252,0.8308080808080808,0.717948717948718,0.319
 Phil Gosselin,0.6344827586206897,0.6666666666666666,0.6501766784452296,0.263
 Daniel Palka,0.7213114754098361,0.6139534883720931,0.663316582914573,0.174
 Scott Schebler,0.8203592814371258,0.7172774869109948,0.76536312849162,0.223
 Mike Gerber,0.7692307692307693,0.6349206349206349,0.6956521739130435,0.1
 Kevin Kiermaier,0.7354037267080745,0.6477024070021882,0.6887725421756836,0.284
 Andrew Knapp,0.7516129032258064,0.7125382262996942,0.7315541601255886,0.282
 JT Riddle,0.7117903930131004,0.6174242424242424,0.6612576064908722,0.25
 Chad Wallach,0.7433628318584071,0.7368421052631579,0.7400881057268723,0.309
 Jorge Alfaro,0.7817638266068759,0.519364448857994,0.6241050119331742,0.312
 Jurickson Profar,0.7007168458781362,0.7391304347826086,0.7194112235510579,0.301
 Javier Baez,0.7505668934240363,0.5736568457538995,0.6502946954813361,0.347
 Tyler Beede,0.6739130434782609,0.7848101265822784,0.7251461988304092,0.135
 Greg Bird,0.6782608695652174,0.6902654867256637,0.6842105263157895,0.254
 Jake Cave,0.7572614107883817,0.7101167315175098,0.7329317269076304,0.343
 Cam Gallagher,0.6848484848484848,0.740983606557377,0.7118110236220472,0.294
 Austin Hedges,0.7271364317841079,0.6536388140161725,0.6884315117104329,0.242
 Scott Heineman,0.6612021857923497,0.6836158192090396,0.6722222222222223,0.295
 Kevin Kramer,0.7672413793103449,0.689922480620155,0.7265306122448979,0.212
 Francisco Lindor,0.7289002557544757,0.6791104050833995,0.703125,0.349
 Rougned Odor,0.7052545155993432,0.700081499592502,0.7026584867075664,0.302
 Austin Slater,0.6645161290322581,0.7686567164179104,0.7128027681660901,0.32
 Dwight Smith Jr.,0.6949569495694957,0.7262210796915167,0.7102451288497799,0.299
 Trevor Story,0.7329504666188084,0.7149859943977591,0.7238567883729173,0.38
 Garrett Stubbs,0.7843137254901961,0.5714285714285714,0.6611570247933883,0.254
 Blake Swihart,0.6898395721925134,0.645,0.6666666666666666,0.228
 Daniel Vogelbach,0.6590361445783133,0.8044117647058824,0.7245033112582782,0.333
 Gary Sanchez,0.6897233201581028,0.6679425837320574,0.6786582401555664,0.346
 Cheslor Cuthbert,0.7204301075268817,0.7095310136157338,0.714939024390244,0.287
 Max Kepler,0.7601102941176471,0.7235345581802275,0.741371582250112,0.355
 Roman Quinn,0.6403162055335968,0.7641509433962265,0.6967741935483871,0.289
 Maikel Franco,0.7175989085948158,0.6608040201005025,0.6880313930673643,0.281
 Robel Garcia,0.7309941520467836,0.7142857142857143,0.7225433526011561,0.315
 Ji Man Choi,0.7378472222222222,0.795880149812734,0.7657657657657657,0.348
 Jackie Bradley Jr.,0.7108753315649867,0.7172167707404103,0.7140319715808171,0.314
 Peter O'Brien,0.7592592592592593,0.7735849056603774,0.7663551401869159,0.234
 Tommy La Stella,0.6169296987087518,0.7624113475177305,0.6819984139571769,0.351
 Pedro Severino,0.7212276214833759,0.7590847913862718,0.7396721311475409,0.316
 Renato Nunez,0.7186495176848875,0.6559060895084373,0.6858457997698504,0.323
 Humberto Arteaga,0.7183673469387755,0.6197183098591549,0.665406427221172,0.221
 Jeimer Candelario,0.6622807017543859,0.6998841251448435,0.6805633802816901,0.283
 Nick Pivetta,0.5211267605633803,0.7551020408163265,0.6166666666666667,0.093
 Yonathan Daza,0.7243243243243244,0.6802030456852792,0.7015706806282722,0.221
 Jose Rondon,0.6850828729281768,0.7209302325581395,0.7025495750708215,0.241
 Nick Ahmed,0.7342304457527334,0.7208918249380677,0.7275,0.315
 Brian Anderson,0.6881188118811881,0.6807051909892262,0.6843919251600198,0.342
 Austin Barnes,0.6331569664902998,0.7907488986784141,0.7032321253672871,0.272
 Josh Bell,0.8168,0.7251420454545454,0.7682468021068473,0.378
 Mookie Betts,0.6834285714285714,0.811948404616429,0.7421656841452062,0.38
 Victor Caratini,0.7342419080068143,0.7469670710571924,0.7405498281786942,0.338
 Kevin Cron,0.7333333333333333,0.5657142857142857,0.6387096774193548,0.321
 Zach Davies,0.5074626865671642,0.7640449438202247,0.6098654708520179,0.157
 J.D. Davis,0.7224043715846995,0.7385474860335196,0.7303867403314916,0.373
 Derek Fisher,0.6913875598086124,0.8304597701149425,0.7545691906005223,0.285
 Aramis Garcia,0.7708333333333334,0.6218487394957983,0.6883720930232557,0.217
 Terrance Gore,0.680327868852459,0.7830188679245284,0.7280701754385964,0.317
 Adrian Houser,0.5178571428571429,0.6304347826086957,0.5686274509803922,0.108
 Nick Martini,0.6472727272727272,0.7705627705627706,0.7035573122529644,0.291
 Joe Musgrove,0.6794871794871795,0.5698924731182796,0.6198830409356725,0.183
 Aaron Nola,0.5159817351598174,0.904,0.6569767441860466,0.168
 Joe Panik,0.7042513863216266,0.7847579814624099,0.7423283000487093,0.284
 Michael Perez,0.6791044776119403,0.7647058823529411,0.7193675889328063,0.303
 Dereck Rodriguez,0.5135135135135135,0.4318181818181818,0.46913580246913583,0.15
 Matt Skole,0.6524064171122995,0.7625,0.7031700288184438,0.232
 Mallex Smith,0.7057793345008757,0.730072463768116,0.717720391807658,0.278
 Cory Spangenberg,0.7544910179640718,0.6461538461538462,0.696132596685083,0.267
 Bubba Starling,0.7122093023255814,0.6960227272727273,0.7040229885057472,0.247
 Charlie Tilson,0.6821192052980133,0.7030716723549488,0.6924369747899161,0.256
 Brandon Woodruff,0.5225225225225225,0.651685393258427,0.58,0.272
 Harold Castro,0.6598984771573604,0.5829596412556054,0.6190476190476191,0.292
 Orlando Arcia,0.6749311294765841,0.695364238410596,0.684995340167754,0.269
 Raimel Tapia,0.7649700598802395,0.5887096774193549,0.6653645833333333,0.307
 Aristides Aquino,0.8408488063660478,0.6107899807321773,0.7075892857142857,0.36
 Teoscar Hernandez,0.7554240631163708,0.7487781036168133,0.7520864015709376,0.325
 Jose Peraza,0.7353433835845896,0.6601503759398496,0.6957210776545166,0.272
 Ketel Marte,0.7458167330677291,0.7139588100686499,0.7295401402961809,0.405
 Ryan Court,0.6507936507936508,0.7321428571428571,0.6890756302521008,0.258
 Grayson Greiner,0.6958424507658644,0.6853448275862069,0.6905537459283387,0.242
 Brandon Nimmo,0.6889580093312597,0.8188539741219963,0.748310810810811,0.34
 Jace Peterson,0.6822033898305084,0.7385321100917431,0.7092511013215858,0.258
 Trea Turner,0.7160909856781803,0.7083333333333334,0.7121910347716799,0.356
 AJ Reed,0.6636363636363637,0.7087378640776699,0.6854460093896715,0.185
 Beau Taylor,0.7012987012987013,0.8059701492537313,0.75,0.303
 Kevan Smith,0.6380510440835266,0.7069408740359897,0.6707317073170732,0.305
 Matt Beaty,0.7022900763358778,0.6917293233082706,0.6969696969696969,0.324
 Alex Blandino,0.6666666666666666,0.8695652173913043,0.7547169811320754,0.352
 Kyle Freeland,0.5970149253731343,0.7017543859649122,0.6451612903225806,0.147
 Kevin Pillar,0.711340206185567,0.5312232677502139,0.6082272282076395,0.298
 Jacob Stallings,0.6876790830945558,0.6486486486486487,0.6675938803894298,0.297
 Sam Travis,0.7092198581560284,0.6493506493506493,0.6779661016949152,0.273
 Mac Williamson,0.6636085626911316,0.6718266253869969,0.6676923076923077,0.23
 Jose Ramirez,0.7077294685990339,0.7703768624014022,0.7377255560218212,0.334
 Alex Bregman,0.7,0.8416289592760181,0.7643087760493104,0.418
 Max Fried,0.6013986013986014,0.7478260869565218,0.6666666666666666,0.236
 Joey Gallo,0.7342105263157894,0.7948717948717948,0.7633378932968534,0.401
 Carson Kelly,0.672886937431394,0.780891719745223,0.7228773584905661,0.339
 Addison Russell,0.6951983298538622,0.6880165289256198,0.691588785046729,0.297
 Corey Seager,0.7831715210355987,0.7311178247734139,0.75625,0.34
 Michael Wacha,0.4158415841584158,0.8076923076923077,0.5490196078431373,0.155
 Nick Williams,0.7149532710280374,0.6270491803278688,0.668122270742358,0.193
 Jesse Winker,0.7082324455205811,0.7779255319148937,0.7414448669201521,0.351
 Dawel Lugo,0.6482300884955752,0.548689138576779,0.5943204868154159,0.272
 German Marquez,0.6923076923076923,0.46153846153846156,0.553846153846154,0.242
 Nomar Mazara,0.704812834224599,0.6441837732160313,0.6731358529111338,0.327
 Tom Murphy,0.6933333333333334,0.7177914110429447,0.7053504144687265,0.355
 Ronald Guzman,0.7126623376623377,0.6859375,0.6990445859872612,0.306
 Jack Mayfield,0.6666666666666666,0.6050420168067226,0.6343612334801761,0.204
 Kevin Plawecki,0.7060518731988472,0.7608695652173914,0.7324364723467862,0.273
 Eric Stamets,0.6060606060606061,0.6185567010309279,0.6122448979591837,0.118
 Adalberto Mondesi,0.7677224736048266,0.6162227602905569,0.6836803223640028,0.298
 Miguel Andujar,0.6666666666666666,0.574468085106383,0.6171428571428571,0.121
 Franmil Reyes,0.7789678675754625,0.6980802792321117,0.7363092498849517,0.338
 Cal Quantrill,0.6666666666666666,0.6415094339622641,0.6538461538461539,0.093
 Franklin Barreto,0.6129032258064516,0.608,0.6104417670682731,0.166
 Richard Urena,0.7706422018348624,0.5562913907284768,0.6461538461538462,0.258
 Daniel Robertson,0.6930320150659134,0.7525562372188139,0.7215686274509805,0.275
 Tim Lopes,0.6376811594202898,0.6929133858267716,0.6641509433962265,0.318
 Richie Martin Jr.,0.7077464788732394,0.6411483253588517,0.6728033472803346,0.252
 Dansby Swanson,0.7208333333333333,0.752828546562228,0.7364836100468284,0.317
 Kevin Newman,0.7106986899563319,0.6615853658536586,0.6852631578947368,0.339
 Chris Taylor,0.7226107226107226,0.7363420427553444,0.7294117647058823,0.331
 Carlos Correa,0.6883852691218131,0.7189349112426036,0.703328509406657,0.38
 Zach Eflin,0.6216216216216216,0.5974025974025974,0.6092715231788081,0.146
 Walker Buehler,0.5903614457831325,0.784,0.6735395189003437,0.13
 David Dahl,0.75390625,0.6527621195039459,0.6996978851963747,0.364
 Matt Strahm,0.5769230769230769,0.6666666666666666,0.6185567010309277,0.317
 Brett Phillips,0.7192982456140351,0.8145695364238411,0.7639751552795032,0.228
 Byron Buxton,0.7445887445887446,0.6577437858508605,0.6984771573604062,0.34
 Lewis Brinson,0.737417943107221,0.6358490566037736,0.6828774062816616,0.205
 Steven Duggar,0.702020202020202,0.7328646748681898,0.7171109200343937,0.265
 Edwin Rios,0.726027397260274,0.7361111111111112,0.7310344827586207,0.413
 DJ Stewart,0.7676767676767676,0.7702702702702703,0.7689713322091063,0.299
 Taylor Ward,0.6416666666666667,0.7549019607843137,0.6936936936936938,0.275
 Tomas Nido,0.7955801104972375,0.6050420168067226,0.6873508353221958,0.227
 Christin Stewart,0.708433734939759,0.6877192982456141,0.6979228486646885,0.294
 Anthony Bemboom,0.6814159292035398,0.6814159292035398,0.6814159292035398,0.149
 Patrick Wisdom,0.5892857142857143,0.6226415094339622,0.6055045871559632,0.167
 Max Moroff,0.6619718309859155,0.6714285714285714,0.6666666666666666,0.185
 Joey Wendle,0.6568265682656826,0.64376130198915,0.650228310502283,0.275
 Matt Olson,0.7050243111831442,0.7512953367875648,0.7274247491638797,0.368
 Austin Dean,0.6619718309859155,0.6151832460732984,0.6377204884667571,0.276
 Alex Young,0.5066666666666667,0.7755102040816326,0.6129032258064516,0.035
 Matt Duffy,0.6642156862745098,0.7970588235294118,0.7245989304812833,0.299
 Yairo Munoz,0.7290076335877863,0.5552325581395349,0.6303630363036303,0.281
 Luis Castillo,0.5714285714285714,0.5063291139240507,0.5369127516778524,0.09
 Manuel Margot,0.6844262295081968,0.7776484284051223,0.7280653950953678,0.296
 Pablo Reyes,0.7286135693215339,0.7373134328358208,0.7329376854599406,0.26
 Antonio Senzatela,0.6307692307692307,0.5,0.5578231292517006,0.038
 Johan Camargo,0.7382716049382716,0.6242171189979123,0.6764705882352942,0.279
 Victor Reyes,0.6689536878216124,0.6220095693779905,0.6446280991735537,0.325
 Seth Mejias-Brean,0.7027027027027027,0.7222222222222222,0.7123287671232876,0.333
 Braden Bishop,0.6692307692307692,0.7016129032258065,0.6850393700787403,0.124
 David Bote,0.7047496790757382,0.711139896373057,0.7079303675048355,0.336
 Harold Ramirez,0.7290575916230366,0.5944503735325507,0.6549088771310994,0.308
 Anthony Santander,0.7038895859473023,0.6064864864864865,0.651567944250871,0.321
 Pete Alonso,0.7477845944103613,0.6805210918114144,0.7125690159142578,0.384
 Christian Arroyo,0.7407407407407407,0.64,0.6866952789699571,0.296
 Cavan Biggio,0.704602510460251,0.8627049180327869,0.7756794104099494,0.343
 Michael Conforto,0.7555715312724659,0.7491090520313614,0.7523264137437365,0.358
 Adam Frazier,0.7101937657961247,0.7286084701815039,0.7192832764505119,0.32
 Jose Trevino,0.5853658536585366,0.6,0.5925925925925926,0.274
 Reese McGuire,0.6666666666666666,0.6373626373626373,0.651685393258427,0.364
 Dom Nunez,0.6846153846153846,0.8165137614678899,0.7447698744769875,0.264
 Yasiel Puig,0.771780303030303,0.6989708404802745,0.7335733573357336,0.33
 Jorge Soler,0.7388451443569554,0.7582491582491583,0.7484214024592888,0.378
 Erick Mejia,0.7666666666666667,0.7301587301587301,0.7479674796747968,0.276
 Kenta Maeda,0.47297297297297297,0.44871794871794873,0.46052631578947373,0.232
 Guillermo Heredia,0.750524109014675,0.7536842105263157,0.7521008403361343,0.291
 Jung Ho Kang,0.7035040431266847,0.6978609625668449,0.7006711409395974,0.256
 Phillip Ervin,0.7390510948905109,0.7323688969258589,0.7356948228882834,0.334
 Clint Frazier,0.7192660550458716,0.7903225806451613,0.7531219980787704,0.333
 Austin Meadows,0.6745152354570637,0.7532869296210364,0.7117281695286811,0.38
 Oscar Mercado,0.7696897374701671,0.7239057239057239,0.7460960092539041,0.321
 Dustin Peterson,0.6746987951807228,0.6363636363636364,0.6549707602339182,0.259
 Chad Pinder,0.7456,0.7082066869300911,0.7264224473889321,0.298
 Pablo Lopez,0.5384615384615384,0.4375,0.4827586206896552,0.169
 Shaun Anderson,0.5416666666666666,0.5652173913043478,0.5531914893617021,0.108
 Tim Anderson,0.7209302325581395,0.5636363636363636,0.6326530612244898,0.363
 Jake Bauers,0.7101593625498008,0.7758433079434167,0.7415496619864795,0.296
 Cody Bellinger,0.7403910991233985,0.7625,0.7512829284981184,0.414
 Willie Calhoun,0.7202472952086554,0.7114503816793893,0.7158218125960062,0.351
 Zack Collins,0.667910447761194,0.8483412322274881,0.7473903966597076,0.285
 Ryan Cordell,0.7145708582834331,0.7131474103585658,0.7138584247258226,0.279
 J.P. Crawford,0.6885416666666667,0.8100490196078431,0.7443693693693695,0.296
 Jonathan Davis,0.631336405529954,0.7025641025641025,0.6650485436893204,0.24
 Travis Demeritte,0.6555023923444976,0.7172774869109948,0.685,0.272
 Brandon Dixon,0.6977329974811083,0.6610978520286396,0.6789215686274509,0.303
 Hunter Dozier,0.6992782678428228,0.7321578505457599,0.7153404429860541,0.36
 Adam Engel,0.696652719665272,0.6633466135458167,0.6795918367346938,0.296
 Jake Fraley,0.759493670886076,0.75,0.7547169811320755,0.162
 Mitch Garver,0.6560900716479018,0.8260309278350515,0.7313177410154021,0.404
 Luis Guillorme,0.6304347826086957,0.7837837837837838,0.6987951807228915,0.299
 Garrett Hampson,0.6759142496847415,0.7952522255192879,0.7307430129516019,0.292
 Michael Hermosillo,0.7213114754098361,0.7213114754098361,0.7213114754098362,0.254
 Dakota Hudson,0.5280898876404494,0.6103896103896104,0.5662650602409639,0.081
 Eric Lauer,0.5476190476190477,0.7419354838709677,0.6301369863013699,0.119
 Kyle Lewis,0.6918238993710691,0.6626506024096386,0.6769230769230768,0.357
 Tim Locastro,0.6178107606679035,0.6491228070175439,0.6330798479087453,0.314
 Tyler Mahle,0.676056338028169,0.6857142857142857,0.6808510638297872,0.104
 Trey Mancini III,0.7124645892351275,0.6801893171061528,0.6959529574541681,0.373
 Jason Martin,0.7291666666666666,0.7526881720430108,0.7407407407407406,0.282
 Billy McKinney,0.6684684684684684,0.7303149606299213,0.6980244590780809,0.291
 Ryan McMahon,0.7599293909973521,0.734641638225256,0.7470715835140997,0.33
 Sheldon Neuse,0.6764705882352942,0.6524822695035462,0.6642599277978339,0.262
 Tyler O'Neill,0.7118055555555556,0.6426332288401254,0.6754530477759474,0.308
 Chance Sisco,0.7184265010351967,0.7797752808988764,0.747844827586207,0.319
 Dominic Smith,0.7377892030848329,0.6882494004796164,0.7121588089330025,0.368
 Rowdy Tellez,0.6801470588235294,0.6278280542986425,0.6529411764705882,0.308
 Matt Thaiss,0.7692307692307693,0.8333333333333334,0.8,0.303
 Pat Valaika,0.75,0.6206896551724138,0.679245283018868,0.248
 Josh VanMeter,0.6601941747572816,0.780114722753346,0.715162138475022,0.316
 Tyler Wade,0.7,0.7142857142857143,0.7070707070707072,0.303
 Francisco Mejia,0.6923076923076923,0.54,0.6067415730337079,0.317
 Magneuris Sierra,0.7142857142857143,0.5797101449275363,0.64,0.347
 Amed Rosario,0.7038327526132404,0.6397466349960411,0.6702613023641641,0.318
 Willy Adames,0.7096774193548387,0.7534246575342466,0.7308970099667773,0.313
 Kelvin Gutierrez,0.6586826347305389,0.738255033557047,0.6962025316455696,0.284
 Thairo Estrada,0.6260869565217392,0.6486486486486487,0.6371681415929205,0.308
 Domingo Leyba,0.65,0.5492957746478874,0.5954198473282443,0.34
 Austin Wynns,0.6180555555555556,0.6691729323308271,0.6425992779783394,0.226
 Andrew Benintendi,0.7874682472480948,0.7034795763993948,0.743108270075909,0.33
 Steven Brault,0.6610169491525424,0.5652173913043478,0.6093750000000001,0.332
 Garrett Cooper,0.6765039727582293,0.6542261251372119,0.6651785714285715,0.337
 Mauricio Dubon,0.7277777777777777,0.5670995670995671,0.6374695863746959,0.312
 Danny Jansen,0.7350649350649351,0.7447368421052631,0.7398692810457517,0.275
 Tony Kemp,0.6787762906309751,0.7274590163934426,0.7022749752720079,0.285
 Isiah Kiner-Falefa,0.6335403726708074,0.7132867132867133,0.6710526315789473,0.272
 Shed Long Jr.,0.6610644257703081,0.7539936102236422,0.7044776119402986,0.333
 Ryan McBroom,0.6395939086294417,0.75,0.6904109589041098,0.318
 Jeff McNeil,0.8096969696969697,0.6185185185185185,0.7013123359580051,0.384
 Mike Tauchman,0.720164609053498,0.8052147239263804,0.7603186097031138,0.364
 Tyler White,0.6976421636615812,0.7644376899696048,0.7295141406816535,0.274
 Yu Chang,0.7329545454545454,0.7371428571428571,0.7350427350427351,0.254
 Sandy Alcantara,0.46923076923076923,0.6224489795918368,0.5350877192982456,0.102
 Ozzie Albies,0.8014440433212996,0.6553505535055351,0.7210718635809988,0.354
 Victor Robles,0.7213973799126637,0.6988155668358714,0.709926944563816,0.317
 Mike Ford,0.7030456852791879,0.7914285714285715,0.7446236559139786,0.372
 Rafael Devers,0.7510729613733905,0.6272401433691757,0.6835937500000001,0.377
 Josh Naylor,0.6808176100628931,0.6862123613312203,0.6835043409629046,0.306
 Michael Soroka,0.5346534653465347,0.5567010309278351,0.5454545454545455,0.112
 Abraham Toro,0.6825396825396826,0.7329545454545454,0.7068493150684932,0.295
 Aledmys Diaz,0.7151767151767152,0.7510917030567685,0.7326943556975506,0.345
 Luis Urias,0.6582491582491582,0.7577519379844961,0.7045045045045044,0.294
 Luis Arraez,0.6729411764705883,0.7566137566137566,0.7123287671232876,0.36
 Eloy Jimenez,0.7521459227467812,0.6625708884688091,0.7045226130653267,0.343
 Gleyber Torres,0.7615658362989324,0.6869983948635634,0.7223628691983122,0.358
 Willi Castro,0.7128205128205128,0.6017316017316018,0.6525821596244131,0.27
 Yandy Diaz,0.7423822714681441,0.7790697674418605,0.7602836879432624,0.341
 Meibrys Viloria,0.6554878048780488,0.7570422535211268,0.7026143790849674,0.236
 Luis Rengifo,0.6652126499454744,0.7568238213399504,0.7080673244341266,0.298
 Greg Allen,0.7056367432150313,0.6912065439672802,0.6983471074380165,0.274
 Bobby Bradley,0.7916666666666666,0.6495726495726496,0.7136150234741784,0.256
 Matt Chapman,0.6821316614420063,0.7732764747690121,0.7248500999333778,0.354
 Michael Chavis,0.7228571428571429,0.6746666666666666,0.6979310344827586,0.323
 Isan Diaz,0.692156862745098,0.7575107296137339,0.7233606557377048,0.248
 Jack Flaherty,0.5693430656934306,0.7090909090909091,0.6315789473684211,0.195
 Adam Haseley,0.7259713701431493,0.696078431372549,0.7107107107107107,0.309
 Sam Hilliard,0.6995515695067265,0.7464114832535885,0.7222222222222222,0.407
 Rhys Hoskins,0.6727922409392547,0.7794204612655233,0.7221917808219178,0.347
 Jordan Luplow,0.7638436482084691,0.8228070175438597,0.7922297297297298,0.383
 Cedric Mullins II,0.6535947712418301,0.6369426751592356,0.6451612903225806,0.159
 Ryan O'Hearn,0.7064555420219245,0.7204968944099379,0.7134071340713408,0.278
 Kyle Schwarber,0.7169943820224719,0.761372110365399,0.7385171790235082,0.357
 Lane Thomas,0.7019230769230769,0.8295454545454546,0.7604166666666667,0.445
 Cole Tucker,0.7645161290322581,0.7292307692307692,0.7464566929133858,0.264
 Alex Verdugo,0.660024906600249,0.7114093959731543,0.6847545219638241,0.341
 Jordan Yamamoto,0.5185185185185185,0.6666666666666666,0.5833333333333334,0.071
 Mark Zagunis,0.5967741935483871,0.7956989247311828,0.6820276497695852,0.291
 Brian O'Grady,0.7395833333333334,0.6635514018691588,0.6995073891625615,0.305
 Paul DeJong,0.7022256331542595,0.7193396226415094,0.7106796116504854,0.322
 Ramon Laureano,0.665989847715736,0.7016042780748664,0.6833333333333333,0.356
 Joshua Fuentes,0.6888888888888889,0.5904761904761905,0.635897435897436,0.262
 Yoan Moncada,0.6963979416809606,0.7079337401918047,0.7021184608733246,0.379
 Shohei Ohtani,0.7423887587822015,0.6959385290889133,0.7184135977337112,0.352
 Ronald Acuna Jr.,0.7228915662650602,0.759974667511083,0.7409694350108058,0.369
 Nico Hoerner,0.6377952755905512,0.5364238410596026,0.5827338129496402,0.305
 Peter Lambert,0.5882352941176471,0.7407407407407407,0.6557377049180328,0.319
 Austin Riley,0.8069815195071869,0.6238095238095238,0.7036705461056402,0.307
 Kyle Tucker,0.7936507936507936,0.6944444444444444,0.7407407407407406,0.349
 Trent Grisham,0.6233183856502242,0.7830985915492957,0.6941323345817727,0.316
 Brendan Rodgers,0.7142857142857143,0.6168831168831169,0.662020905923345,0.234
 Chris Paddack,0.6022727272727273,0.7361111111111112,0.6625000000000001,0.104
 Nathaniel Lowe,0.7202072538860104,0.7493261455525606,0.7344782034346103,0.328
 Ian Happ,0.743421052631579,0.6996904024767802,0.7208931419457736,0.368
 Ty France,0.7139364303178484,0.73,0.7218788627935724,0.296
 Brandon Lowe,0.7583333333333333,0.6914893617021277,0.7233704292527822,0.354
 Jaylin Davis,0.7469879518072289,0.6526315789473685,0.696629213483146,0.227
 Harrison Bader,0.6425024826216484,0.7584994138335287,0.6956989247311828,0.293
 Andrew Stevenson,0.7888888888888889,0.6826923076923077,0.7319587628865979,0.417
 David Fletcher,0.5784373107207753,0.7751623376623377,0.6625043357613597,0.318
 Scott Kingery,0.7292307692307692,0.6882865440464666,0.7081673306772909,0.329
 Austin Allen,0.7131147540983607,0.6590909090909091,0.68503937007874,0.23
 Joey Lucchesi,0.4473684210526316,0.6219512195121951,0.5204081632653061,0.067
 Taylor Clarke,0.5869565217391305,0.6136363636363636,0.6,0.262
 Dylan Moore,0.690625,0.7555555555555555,0.7216326530612245,0.299
 Kyle Garlick,0.7311827956989247,0.6538461538461539,0.6903553299492385,0.342
 Myles Straw,0.6418732782369146,0.8321428571428572,0.7247278382581649,0.323
 LaMonte Wade Jr.,0.6748466257668712,0.88,0.763888888888889,0.32
 Danny Mendick,0.625,0.6626506024096386,0.6432748538011697,0.332
 Seth Brown,0.6918918918918919,0.7529411764705882,0.7211267605633802,0.347
 Nick Dini,0.8349514563106796,0.7226890756302521,0.7747747747747747,0.269
 Jared Walsh,0.6446700507614214,0.6827956989247311,0.6631853785900784,0.259
 Fernando Tatis Jr.,0.7551299589603283,0.700507614213198,0.7267939433838051,0.398
 Vladimir Guerrero Jr.,0.7424242424242424,0.7101449275362319,0.725925925925926,0.329
 Juan Soto,0.7522713506965475,0.7971758664955071,0.7740729199127454,0.394
 Gavin Lux,0.7135922330097088,0.8076923076923077,0.7577319587628866,0.301
 Bo Bichette,0.7228915662650602,0.6329113924050633,0.6749156355455569,0.384
 Carter Kieboom,0.5462962962962963,0.7866666666666666,0.644808743169399,0.204
 Lourdes Gurriel Jr.,0.7365079365079366,0.6453407510431154,0.6879169755374351,0.358
 Jake Rogers,0.6451612903225806,0.7326007326007326,0.6861063464837049,0.216
 Andrew Knizner,0.6847826086956522,0.6494845360824743,0.6666666666666666,0.289
 Bryan Reynolds,0.7605381165919283,0.719253604749788,0.7393199651264167,0.371
 Josh Rojas,0.7375690607734806,0.7761627906976745,0.7563739376770539,0.279
 Sean Murphy,0.6911764705882353,0.6911764705882353,0.6911764705882353,0.37
 Nick Senzel,0.7438423645320197,0.7199046483909416,0.7316777710478498,0.315
 Tommy Edman,0.6778242677824268,0.7053701015965167,0.6913229018492176,0.357
 Nick Solak,0.6855345911949685,0.7813620071684588,0.7303182579564488,0.375
 Will Smith,0.6842105263157895,0.7701421800947867,0.7246376811594202,0.369
 Keston Hiura,0.7364341085271318,0.6824712643678161,0.7084265473527218,0.388
 Austin Hays,0.7032258064516129,0.6942675159235668,0.6987179487179487,0.393
 Nicky Lopez,0.6693121693121693,0.7280575539568346,0.6974500344589938,0.26
 Yordan Alvarez,0.697841726618705,0.7132352941176471,0.7054545454545454,0.432
 Mike Brosseau,0.6821428571428572,0.6221498371335505,0.6507666098807496,0.329
 Trevor Richards,0.4675324675324675,0.6545454545454545,0.5454545454545454,0.125
 Albert Pujols,0.6677215189873418,0.6432926829268293,0.65527950310559,0.282
 Miguel Cabrera,0.7510548523206751,0.7007874015748031,0.7250509164969451,0.323
 Jeff Mathis,0.6805555555555556,0.7313432835820896,0.7050359712230216,0.245
 Shin-Soo Choo,0.6837060702875399,0.7955390334572491,0.7353951890034365,0.312
 Yadier Molina,0.712,0.6033898305084746,0.6532110091743119,0.29
 Robinson Cano,0.7470817120622568,0.5800604229607251,0.653061224489796,0.376
 Edwin Encarnacion,0.6736596736596736,0.7014563106796117,0.6872770511296076,0.272
 Howie Kendrick III,0.6701570680628273,0.6432160804020101,0.6564102564102565,0.298
 Neil Walker,0.648936170212766,0.6931818181818182,0.6703296703296703,0.237
 Kurt Suzuki,0.6895161290322581,0.7215189873417721,0.7051546391752578,0.326
 Nelson Cruz Jr.,0.7313769751693002,0.6923076923076923,0.7113062568605927,0.411
 David Peralta,0.6674259681093394,0.7343358395989975,0.6992840095465394,0.333
 Manny Pina,0.7307692307692307,0.7450980392156863,0.7378640776699028,0.328
 Jon Jay,0.6132075471698113,0.65,0.6310679611650486,0.199
 Matt Wieters,0.696969696969697,0.696969696969697,0.696969696969697,0.252
 Evan Longoria,0.6590389016018307,0.72,0.6881720430107527,0.308
 Chris Davis,0.7058823529411765,0.6260869565217392,0.663594470046083,0.154
 Dexter Fowler,0.7560975609756098,0.775,0.7654320987654322,0.31
